Description,ANGLE OF ATTACK - ALPHA (AOA),ANGLE OF SIDESLIP - BETHA (SDSLIP),1P STICK ROLL POSITION (POSAILECMD),LH AILERON DEFLECTION (POSAILLH),RH AILERON DEFLECTION (POSAILRH),ELEVATOR DEFLECTION (POSELEV),1P STICK PITCH POSITION (POSELEVCMD),RUDDER DEFLECTION (POSRUDD),1P PEDAL POSITION (POSRUDDCMD),LH FLAP DEFLECTION (FLAPLH),RH FLAP DEFLECTION (FLAPRH),ELEVATOR LONGITUDINAL FORCE STRAIN GAGE,AILERON LATERAL FORCE STRAIN GAGE,PITCH TRIM,ROLL TRIM,RUDDER TRIM
EU,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,kg,kg,deg,deg,deg
198:10:25:51.000,4.909858227,-0.501700699,0.6762712,-1.772134066,0.301417202,-0.835497856,0.70599997,-2.988047838,0.91796875,-0.076330401,-0.040700782,0.009122807,0.283510625,-0.646478891,-12.0913372,6.786131382
198:10:25:51.100,5,-0.382653058,0.61016947,-1.752380967,0.308330446,-0.883116901,0.896000028,-2.964143515,0.885416687,-0.076330401,-0.039297309,0.177894741,0.218971625,-0.649101496,-12.08937359,6.786131382
198:10:25:51.200,5,-0.259353727,0.564406753,-1.789065242,0.311095744,-1.002886057,1.018000007,-2.918326616,0.848958313,-0.076330401,-0.039297309,0.310175449,0.235106379,-0.648664415,-12.08937359,6.775641441
198:10:25:51.300,5.070542812,-0.378401369,0.559322059,-1.800352693,0.335983396,-0.949494958,0.907999992,-2.846613646,0.8046875,-0.076330401,-0.039297309,0.296491235,0.253546089,-0.646915972,-12.08937359,6.772644043
198:10:25:51.400,5.061992168,0,0.554237306,-1.813051105,0.324922234,-1.043290019,0.941999972,-2.762948275,0.763020813,-0.076330401,-0.039297309,0.362631589,0.341134757,-0.649538636,-12.08937359,6.78463316
198:10:25:51.500,5.173151016,0,0.559322059,-1.787654281,0.324922234,-1.030303001,1.059999943,-2.563745022,0.658854187,-0.076330401,-0.039297309,0.412807018,0.479432613,-0.649101496,-12.0913372,6.787630081
198:10:25:51.600,5.292860031,0,0.569491506,-1.753791928,0.309713095,-1.096681118,1.121999979,-2.517928362,0.622395813,-0.076330401,-0.039297309,0.595263183,0.520922005,-0.650849938,-12.08937359,6.772644043
198:10:25:51.700,5.534416199,0,0.615254223,-1.693121672,0.251641899,-1.139971137,1.169999957,-2.509960175,0.627604187,-0.076330401,-0.039297309,0.663684189,0.580851078,-0.649975717,-12.0913372,6.786131382
198:10:25:51.800,5.701154232,0,0.630508482,-1.663492084,0.181126863,-1.206349254,1.203999996,-2.5059762,0.626302063,-0.076330401,-0.039297309,0.761754394,0.569326222,-0.653035462,-12.0913372,6.787630081
198:10:25:51.900,5.788798809,0.076821774,0.732203364,-1.6169312,0.129968897,-1.278499246,1.269999981,-2.501991987,0.619791687,-0.076330401,-0.039297309,0.78912282,0.677659571,-0.651287019,-12.0913372,6.78912878
198:10:25:52.000,6.023941994,0,0.818644047,-1.559082866,0.076045625,-1.176046133,1.04400003,-2.5,0.627604187,-0.076330401,-0.039297309,0.531403482,0.567021251,-0.65172416,-12.0913372,6.777140141
198:10:25:52.100,6.323215008,0.335820884,0.869491518,-1.543562651,0.045627378,-1.202020168,1.19599998,-2.507968187,0.638020813,-0.076330401,-0.039297309,0.462982446,0.592375875,-0.652598321,-12.0913372,6.78912878
198:10:25:52.200,6.410859108,0.201931521,0.88983053,-1.508289218,0.020739717,-1.145743132,1.037999988,-2.509960175,0.64453125,-0.076330401,-0.039297309,0.396842092,0.571631193,-0.652598321,-12.08741093,6.787630081
198:10:25:52.300,6.385207176,0.133889377,0.920338988,-1.439153433,0,-1.271284223,1.251999974,-2.503983974,0.647135437,-0.076330401,-0.039297309,0.661403537,0.69379431,-0.650412798,-12.09329987,6.775641441
198:10:25:52.400,6.560495853,0.379719049,0.981355906,-1.32910049,-0.065354623,-1.292929292,1.317999959,-2.503983974,0.651041687,-0.076330401,-0.039297309,0.871228099,0.783687949,-0.648664415,-12.0913372,6.78912878
198:10:25:52.500,6.693031311,0.043898158,1.006779671,-1.291005254,-0.126253247,-1.398268342,1.414000034,-2.517928362,0.657552063,-0.076330401,-0.039297309,1.024035096,0.788297892,-0.648227274,-12.09329987,6.79062748
198:10:25:52.600,6.417272568,0.068042144,1.011864424,-1.248677254,-0.154474556,-1.363636374,1.296000004,-2.567728996,0.66796875,-0.076330401,-0.039297309,1.033157945,0.792907774,-0.647790194,-12.08937359,6.777140141
198:10:25:52.700,6.951688766,0.083406501,1.067796588,-1.228924155,-0.199034527,-1.380952358,1.406000018,-2.567728996,0.670572937,-0.076330401,-0.039297309,1.044561386,0.855141819,-0.646915972,-12.0913372,6.774142742
198:10:25:52.800,7.105600834,0,1.0881356,-1.197883606,-0.230226517,-1.499278545,1.506000042,-2.557768822,0.67578125,-0.076330401,-0.039297309,1.122105241,0.737588644,-0.647790194,-12.0913372,6.787630081
198:10:25:52.900,7.214621544,0,1.083050847,-1.211992979,-0.216858521,-1.49494946,1.39199996,-2.557768822,0.677083313,-0.076330401,-0.039297309,1.122105241,0.716843963,-0.648227274,-12.08937359,6.787630081
198:10:25:53.000,7.082086563,-0.093537413,1.0881356,-1.196472645,-0.230226517,-1.419913411,1.332000017,-2.565737009,0.673177063,-0.076330401,-0.039297309,1.044561386,0.726063848,-0.64560467,-12.0913372,6.79062748
198:10:25:53.100,7.005130291,-0.403911561,1.0881356,-1.250088215,-0.203490525,-1.435786486,1.432000041,-2.553784847,0.6796875,-0.076330401,-0.039297309,1.01719296,0.69379431,-0.646478891,-12.08544731,6.79062748
198:10:25:53.200,7.124839783,-0.488945574,1.083050847,-1.285361528,-0.196063876,-1.380952358,1.286000013,-2.599601507,0.6796875,-0.076330401,-0.037893832,0.894035101,0.682269514,-0.647353113,-12.08741093,6.774142742
198:10:25:53.300,7.013680935,-0.584608853,1.083050847,-1.357319236,-0.139621243,-1.233766198,1.156000018,-2.591633558,0.686197937,-0.076330401,-0.037893832,0.620350897,0.689184368,-0.646041751,-12.0913372,6.78313446
198:10:25:53.400,6.977340698,-0.712159872,1.2355932,-1.34038806,-0.144077241,-1.093795061,0.986000001,-2.595617533,0.6875,-0.076330401,-0.037893832,0.11631579,0.673049629,-0.64560467,-12.0913372,6.786131382
198:10:25:53.500,6.849081039,-0.690901339,1.215254188,-1.52098763,-0.017823989,-0.888888896,0.773999989,-2.599601507,0.688802063,-0.076330401,-0.037893832,-0.373148143,0.481737584,-0.646915972,-12.0913372,6.78912878
198:10:25:53.600,6.513467312,-0.973639429,1.02203393,-1.615520239,0.058071207,-0.896103919,0.925999999,-2.607569695,0.6875,-0.076330401,-0.037893832,-0.175740734,0.398758858,-0.646915972,-12.08937359,6.787630081
198:10:25:53.700,6.336040974,-0.795068026,1.02203393,-1.626807809,0.08295887,-0.864357889,0.741999984,-2.605577707,0.688802063,-0.076330401,-0.037893832,-0.279259264,0.412588656,-0.647353113,-12.0913372,6.787630081
198:10:25:53.800,6.188541889,-0.797193885,1.042372823,-1.642328024,0.117525063,-0.743145764,0.621999979,-2.605577707,0.688802063,-0.076330401,-0.037893832,-0.645185173,0.435638309,-0.647790194,-12.08937359,6.772644043
198:10:25:53.900,6.004703045,-0.710034013,1.047457576,-1.679012299,0.156239197,-0.633477628,0.492000014,-2.611553669,0.690104187,-0.076330401,-0.037893832,-0.866666675,0.315780133,-0.648227274,-12.09526253,6.787630081
198:10:25:54.000,5.758871078,-0.527210891,0.849152565,-1.769312143,0.235050127,-0.756132782,0.713999987,-2.605577707,0.690104187,-0.076330401,-0.037893832,-0.4911111,0.271985829,-0.647790194,-12.08741093,6.78463316
198:10:25:54.100,5.647712708,-0.357142866,0.833898306,-1.770723104,0.261320442,-0.744588733,0.582000017,-2.613545895,0.690104187,-0.076330401,-0.037893832,-0.430925936,0.371099293,-0.648227274,-12.0913372,6.786131382
198:10:25:54.200,5.49380064,-0.085034013,0.828813553,-1.765079379,0.275146902,-0.754689753,0.592000008,-2.611553669,0.69140625,-0.076330401,-0.037893832,-0.519999981,0.405673772,-0.647790194,-12.0913372,6.786131382
198:10:25:54.300,5.412569523,0,0.874576271,-1.735449791,0.244728655,-0.764790773,0.603999972,-2.615537882,0.694010437,-0.076330401,-0.037893832,-0.474259257,0.525531888,-0.648664415,-12.09329987,6.772644043
198:10:25:54.400,5.433946133,0,0.971186459,-1.646560788,0.185274795,-0.790764809,0.726000011,-2.585657358,0.69921875,-0.076330401,-0.039297309,-0.373148143,0.631560266,-0.649101496,-12.0913372,6.78463316
198:10:25:54.500,5.600684166,0,0.996610165,-1.580246925,0.110611819,-0.806637824,0.615999997,-2.595617533,0.69921875,-0.076330401,-0.040700782,-0.329814821,0.525531888,-0.649975717,-12.0913372,6.774142742
198:10:25:54.600,5.487387657,0,1.001694918,-1.580246925,0.110611819,-0.782106757,0.694000006,-2.571713209,0.697916687,-0.076330401,-0.040700782,-0.344259262,0.532446802,-0.649101496,-12.08937359,6.787630081
198:10:25:54.700,5.489525318,0.151448637,0.981355906,-1.591534376,0.114759766,-0.861471832,0.81400001,-2.581673384,0.69140625,-0.076330401,-0.040700782,-0.077037036,0.555496454,-0.650412798,-12.08937359,6.787630081
198:10:25:54.800,5.446772099,0.34679544,0.981355906,-1.571781278,0.08295887,-0.898989916,0.836000025,-2.585657358,0.69140625,-0.076330401,-0.040700782,-0.060185187,0.49326241,-0.650849938,-12.0913372,6.787630081
198:10:25:54.900,5.519452572,0.57287091,0.976271212,-1.515343904,0.060836501,-0.966810942,0.861999989,-2.587649345,0.688802063,-0.076330401,-0.040700782,0.018245613,0.514007092,-0.649975717,-12.0913372,6.786131382
198:10:25:55.000,5.592133522,0.803336263,0.991525412,-1.489947081,0.040096786,-0.953823924,0.805999994,-2.583665371,0.690104187,-0.076330401,-0.040700782,0.034210525,0.557801425,-0.651287019,-12.08937359,6.774142742
198:10:25:55.100,5.666951656,0.827480257,1.001694918,-1.492769003,0.011061182,-0.987012982,0.90200001,-2.601593733,0.686197937,-0.076330401,-0.040700782,0.107192986,0.543971658,-0.644293368,-12.10311508,6.786131382
198:10:25:55.200,5.726806164,0.97234416,1.016949177,-1.460317492,0.008295886,-0.90476191,0.758000016,-2.611553669,0.686197937,-0.076330401,-0.040700782,0.059298247,0.569326222,-0.649975717,-12.09329987,6.787630081
198:10:25:55.300,5.692603588,0.871378422,1.062711835,-1.454673767,0,-0.922077894,0.879999995,-2.619521856,0.6875,-0.076330401,-0.040700782,0.002280702,0.626950383,-0.650849938,-12.0913372,6.786131382
198:10:25:55.400,5.596408844,0.588235319,1.15423727,-1.423633099,-0.007426662,-0.948051929,0.861999989,-2.617529869,0.69140625,-0.076330401,-0.040700782,-0.137222216,0.700709224,-0.649975717,-12.0913372,6.787630081
198:10:25:55.500,5.970499992,0.256804228,1.159322023,-1.430687785,-0.008911994,-0.930735946,0.797999978,-2.623506069,0.690104187,-0.076330401,-0.040700782,-0.161296293,0.603900731,-0.649975717,-12.09329987,6.787630081
198:10:25:55.600,5.818726063,0.158033356,1.159322023,-1.420811296,-0.028221315,-0.858585835,0.734000027,-2.623506069,0.690104187,-0.076330401,-0.040700782,-0.20462963,0.58546102,-0.648227274,-12.0913372,6.772644043
198:10:25:55.700,5.972637653,0,1.184745789,-1.409523845,-0.062383957,-0.898989916,0.84799999,-2.621513844,0.69140625,-0.076330401,-0.039297309,-0.052962963,0.700709224,-0.647353113,-12.09329987,6.786131382
198:10:25:55.800,5.56648159,0.021949079,1.184745789,-1.449030042,-0.028221315,-0.90476191,0.762000024,-2.619521856,0.692708313,-0.076330401,-0.039297309,-0.194999993,0.532446802,-0.646478891,-12.0913372,6.78912878
198:10:25:55.900,5.615647793,0,1.164406776,-1.449030042,-0.020794652,-0.877344906,0.801999986,-2.615537882,0.6953125,-0.076330401,-0.039297309,-0.113148145,0.553191483,-0.646478891,-12.08937359,6.775641441
198:10:25:56.000,5.872167587,0,1.144067764,-1.447619081,-0.043074638,-0.878787875,0.898000002,-2.611553669,0.697916687,-0.076330401,-0.039297309,0.088947371,0.590070903,-0.647790194,-12.08937359,6.787630081
198:10:25:56.100,6.096622467,0,1.159322023,-1.429276943,-0.031191979,-0.89466089,0.736000001,-2.625498056,0.694010437,-0.076330401,-0.039297309,-0.151666671,0.481737584,-0.647790194,-12.0913372,6.787630081
198:10:25:56.200,6.03676796,0,1.149152517,-1.440564394,-0.010397326,-0.9163059,0.779999971,-2.615537882,0.700520813,-0.076330401,-0.039297309,-0.120370373,0.460992903,-0.648227274,-12.08937359,6.786131382
198:10:25:56.300,5.761009216,0,1.108474612,-1.436331511,-0.017823989,-0.9163059,0.903999984,-2.611553669,0.700520813,-0.076330401,-0.039297309,-0.00962963,0.617730498,-0.647353113,-12.08937359,6.772644043
198:10:25:56.400,5.73963213,0,0.940677941,-1.546384454,0.004147943,-0.886002898,0.790000021,-2.619521856,0.690104187,-0.076330401,-0.039297309,0.070701756,0.299645394,-0.647353113,-12.08937359,6.775641441
198:10:25:56.500,5.624198437,0,0.894915283,-1.564726591,0.069132388,-0.911976933,0.777999997,-2.621513844,0.690104187,-0.076330401,-0.039297309,-0.016851852,0.465602845,-0.647790194,-12.09329987,6.787630081
198:10:25:56.600,5.628473759,0,0.910169482,-1.552028179,0.067749739,-0.909090936,0.783999979,-2.615537882,0.690104187,-0.076330401,-0.039297309,-0.074629627,0.368794322,-0.647353113,-12.08937359,6.787630081
198:10:25:56.700,5.643437386,0,0.940677941,-1.550617337,0.073280334,-0.910533905,0.783999979,-2.60358572,0.692708313,-0.076330401,-0.039297309,-0.091481484,0.484042555,-0.648227274,-12.08937359,6.787630081
198:10:25:56.800,5.6755023,0,0.879661024,-1.618342161,0.128586248,-0.940836966,0.888000011,-2.605577707,0.69140625,-0.076330401,-0.039297309,-0.091481484,0.308865249,-0.646915972,-12.0913372,6.774142742
198:10:25:56.900,5.701154232,0.030728709,0.879661024,-1.550617337,0.067749739,-0.920634925,0.93599999,-2.627490044,0.6875,-0.076330401,-0.039297309,0.184736848,0.500177324,-0.647790194,-12.0913372,6.786131382
198:10:25:57.000,5.701154232,0,0.869491518,-1.601410985,0.114759766,-0.940836966,0.811999977,-2.621513844,0.69140625,-0.076330401,-0.039297309,0.066140354,0.354964525,-0.648664415,-12.08937359,6.786131382
198:10:25:57.100,5.701154232,0,0.905084729,-1.591534376,0.098167993,-0.88455987,0.745999992,-2.621513844,0.697916687,-0.076330401,-0.039297309,-0.120370373,0.378014177,-0.648227274,-12.08937359,6.778638363
198:10:25:57.200,5.73963213,0.072431959,0.8084746,-1.711463809,0.181126863,-0.849927843,0.713999987,-2.607569695,0.703125,-0.076330401,-0.039297309,-0.284074068,0.198226944,-0.649101496,-12.08741093,6.78463316
198:10:25:57.300,5.891406536,0.151448637,0.701694906,-1.817283988,0.248876601,-0.871572852,0.819999993,-2.607569695,0.704427063,-0.076330401,-0.039297309,-0.180555552,0.242021278,-0.648227274,-12.0913372,6.787630081
198:10:25:57.400,5.906370163,0.151448637,0.6762712,-1.805996418,0.259937793,-0.897546887,0.85799998,-2.60358572,0.704427063,-0.076330401,-0.039297309,-0.060185187,0.235106379,-0.648227274,-12.08937359,6.780137062
198:10:25:57.500,5.814450741,0.103160664,0.6762712,-1.79753089,0.261320442,-0.89466089,0.843999982,-2.60358572,0.701822937,-0.076330401,0.036490358,-0.089074075,0.193617016,-0.64516753,-12.08544731,6.796621799
198:10:25:57.600,5.733219147,0.289727837,0.666101694,-1.786243439,0.272381604,-0.89466089,0.879999995,-2.613545895,0.696614563,0.191519901,0.315781951,0.006842105,0.313475192,-0.648227274,-12.08544731,6.787630081
198:10:25:57.700,5.784523487,0.20851624,0.640677989,-1.801763654,0.283442795,-0.891774893,0.871999979,-2.609561682,0.6953125,0.484351069,0.606301308,0.107192986,0.244326234,-0.646478891,-12.08741093,6.78912878
198:10:25:57.800,5.867892265,0.388498694,0.640677989,-1.805996418,0.258555144,-0.917748928,0.805999994,-2.615537882,0.692708313,0.771630943,0.903838098,0.05017544,0.20975177,-0.649538636,-12.08741093,6.771145344
198:10:25:57.900,5.797349453,0.458735734,0.640677989,-1.800352693,0.262703091,-0.917748928,0.811999977,-2.611553669,0.6953125,1.060298681,1.183129668,0.107192986,0.265070915,-0.649538636,-12.08937359,6.786131382
198:10:25:58.000,5.622060776,0.351185262,0.640677989,-1.77636683,0.23781541,-0.966810942,0.860000014,-2.615537882,0.694010437,1.450277567,1.566278458,0.166491225,0.29273051,-0.649101496,-12.08741093,6.787630081
198:10:25:58.100,5.679777622,0.01975417,0.640677989,-1.77636683,0.241963357,-0.965367973,0.939999998,-2.627490044,0.692708313,1.737557411,1.856797814,0.205263153,0.338829786,-0.649538636,-12.08937359,6.772644043
198:10:25:58.200,5.743907452,0,0.640677989,-1.796119928,0.243346006,-0.962481976,0.953999996,-2.625498056,0.692708313,2.031776428,2.150124073,0.255438596,0.262765944,-0.649538636,-12.08937359,6.786131382
198:10:25:58.300,5.73963213,0.010974539,0.635593235,-1.801763654,0.243346006,-0.930735946,0.828000009,-2.629482031,0.69140625,2.331546783,2.451871395,0.223508775,0.184397161,-0.647353113,-12.0913372,6.787630081
198:10:25:58.400,5.863616943,0,0.630508482,-1.794708967,0.23781541,-0.922077894,0.818000019,-2.639442205,0.690104187,2.616050959,2.745197535,0.118596494,0.182092205,-0.649538636,-12.08937359,6.774142742
198:10:25:58.500,5.92133379,0,0.508474588,-1.9146384,0.327687532,-0.914862931,0.824000001,-2.639442205,0.694010437,2.994927168,3.129749775,0.155087724,0.050709222,-0.647790194,-12.08544731,6.78313446
198:10:25:58.600,5.808037758,0,0.508474588,-1.934391499,0.351192534,-0.855699837,0.754000008,-2.657370567,0.6953125,3.280819178,3.434303999,0.015964912,0.138297871,-0.646915972,-12.08741093,6.786131382
198:10:25:58.700,5.767422199,0,0.528813541,-1.92592597,0.341513991,-0.887445867,0.888000011,-2.65537858,0.6953125,3.580589533,3.727630377,0.002280702,0.269680858,-0.646915972,-12.08741093,6.786131382
198:10:25:58.800,5.914920807,0,0.528813541,-1.954144597,0.38299343,-0.844155848,0.741999984,-2.64940238,0.704427063,3.858154774,4.023763657,0.029649124,0.122163117,-0.647353113,-12.10115242,6.786131382
198:10:25:58.900,5.910645485,0,0.442372888,-2.07407403,0.43553406,-0.835497856,0.709999979,-2.669322729,0.700520813,4.146822453,4.317090034,-0.060185187,0.025354611,-0.646478891,-12.1050787,6.786131382
198:10:25:59.000,6.314664364,0,0.503389835,-2.099470854,0.486692011,-0.782106757,0.635999978,-2.679282904,0.709635437,4.522922993,4.689011097,-0.315370381,0.140602842,-0.646915972,-12.10311508,6.78463316
198:10:25:59.100,6.468576431,0,0.508474588,-2.167195797,0.493605256,-0.76911974,0.69599998,-2.689243078,0.717447937,4.819917679,5.007599831,-0.308148146,0.172872335,-0.646041751,-12.1050787,6.787630081
198:10:25:59.200,6.560495853,0,0.620338976,-2.061375618,0.421707571,-0.699855685,0.56400001,-2.721115589,0.751302063,5.101646423,5.270049572,-0.488703698,0.207446814,-0.648227274,-12.1050787,6.786131382
198:10:25:59.300,6.468576431,0,0.828813553,-1.995061755,0.345661938,-0.694083691,0.50999999,-2.729083776,0.763020813,5.397253036,5.590042114,-0.654814839,0.477127671,-0.646915972,-12.10900402,6.772644043
198:10:25:59.400,6.562633514,0,0.884745777,-1.969664931,0.301417202,-0.590187609,0.442000002,-2.780876398,0.78515625,5.691472054,5.881964684,-0.693333328,0.481737584,-0.647790194,-12.10704136,6.772644043
198:10:25:59.500,6.37238121,0,0.996610165,-1.940035224,0.280677497,-0.588744581,0.407999992,-2.794820786,0.819010437,6.066184998,6.273534298,-0.864259243,0.451773047,-0.647790194,-12.10900402,6.78313446
198:10:25:59.600,6.321077347,0,1.118644118,-1.931569695,0.275146902,-0.408369422,0.224000007,-2.864541769,0.852864563,6.359015942,6.573878288,-1.027962923,0.49326241,-0.648227274,-12.10900402,6.786131382
198:10:25:59.700,6.162889957,0,1.189830542,-1.961199284,0.266851008,-0.227994233,0.048,-2.872509956,0.868489563,6.64768362,6.861590385,-1.494383097,0.394148946,-0.647790194,-12.10704136,6.78463316
198:10:25:59.800,6.011116028,0,1.113559365,-1.985185146,0.284825444,-0.199134201,0.014,-2.892430305,0.893229187,6.93357563,7.136671543,-1.814092278,0.40106383,-0.649975717,-12.10900402,6.786131382
198:10:25:59.900,6.079521179,0,1.052542329,-2.075484991,0.377462834,-0.111111112,-0.067081936,-2.900398493,0.911458313,7.21946764,7.444032669,-2.387011051,0.29273051,-0.646915972,-12.10704136,6.772644043
198:10:26:00.000,5.761009216,0,1.011864424,-2.126278639,0.442447275,0.052892562,-0.239578336,-2.942231178,0.919270813,7.60528326,7.808936596,-2.604413271,0.230496451,-0.643419147,-12.11685658,6.78313446
198:10:26:00.100,5.624198437,0,1.067796588,-2.240564346,0.550293803,0.236694217,-0.475323439,-2.914342642,0.893229187,7.902277946,8.08121109,-3.151755333,0.394148946,-0.625934899,-12.1129303,6.786131382
198:10:26:00.200,5.455322742,0,1.144067764,-2.267372131,0.583477378,0.378181815,-0.521322489,-2.876493931,0.869791687,8.185394287,8.381554604,-2.857622862,0.661524832,-0.625497818,-12.11096764,6.772644043
198:10:26:00.300,5.096194744,0,1.2355932,-2.209523916,0.508814394,0.503801644,-0.764734089,-2.868525982,0.848958313,8.465735435,8.652424812,-3.788615942,0.248936176,-0.627246261,-12.11096764,6.78313446
